newsid	newwords	covertitle
160153851	优酷独家:6,独家大剧:6,合作优酷:5,战略合作:5,姬存希战略:5	姬存希战略合作优酷独家大剧上阳赋，联合热门IP成大剧收割机
160153962	土方量计算:4	建筑界园林工程如何进行工程造价？园林土方量计算方法了解下
160153873	屋顶花园:4	建筑界如何打造完美园林景观？屋顶花园种植的七大构造层了解下
160153878	疫情防控:25,龙沙公:7,首季攻势:4	龙沙公安构筑疫情防控坚固防线首季攻势让群众安全感十足
160153953	新品上架:4	四川宝钻教育：新品上架的误区
160153958	家风家教:6	市妇联开展“把爱带回家”2021寒假儿童关爱服务暨送“家风家教”活动
160153960	各大高校:5	春季开学日期有所调整，各大高校延迟开学时间，学生表示支持
160153965	仿真引擎:8,view可视化:5	直播招募丨百度Apollo仿真引擎及Dreamview可视化开发
160153959	杨过母亲:7	杨过母亲到底是谁？为何成名后的杨过，只给杨康立碑而无视穆念慈
160154000	参考解析:4	1月27日上午深圳第六批辅警执法勤务面试真题及参考解析
160153979	广州浪奇前:5,高管团队:4	财务黑洞下暗流涌动 广州浪奇前高管团队陆续被查
160154251	labtech:7	来了！labtech China Congress 2020大会报名通道正式开启
160154687	模块之间:8,降低模块:6	B端教育产品如何降低模块之间的耦合，做出低耦合设计?
160154712	产品年度报告:18	干货，虽迟但到!如何做一份有趣的产品年度报告?
160154737	锅塌蛏子:4	教你在家做锅塌蛏子，呈淡黄色，鲜嫩可口，简单又美味，快试试吧
160154646	西方国家:5	西方国家伪造历史对他们有何好处?
160154696	西班牙内战:6	长期矛盾堆积，纷乱党派之争，经济危机爆发最终导致西班牙内战
160154706	死亡威胁:9,收到死亡:5	气愤!因打球“脏”收到死亡威胁，3000万先生不敢和女儿见面
160154804	农村腊肉:4	农村腊肉吃法灵活多变，你喜欢哪种吃法好?
160154839	联盟第一:6	10连胜!力压湖人快船，登顶联盟第一!被忽视的黑马，大爆发
160154849	与侃爷:6,卡戴珊与:5	天价分手费?曝卡戴珊与侃爷离婚想拿133亿，网友：赚钱好容易
160154869	女神篇:22	女神篇--亲爱的，只想告诉你
160154755	懒角落:14	案例 | 靳刘高设计-懒角落：生活里的小确幸
160154810	荷花蜂花粉:11	荷花蜂花粉营养价值高
160154798	亿美元:5	脸书新季度营收将破纪录达263亿美元，仍面临反垄断挑战
160154838	心灵感应:8	一个神奇的物理现象，和“心灵感应”有关，目前科学无法解释
160154951	车用芯片:4	车用芯片全球告急 台积电拟将生产周期缩短一半
160154967	美容养颜:4	女性若到中年，家中常备4种食物，降低三高，抵抗衰老，美容养颜
160154994	全民摇号:4,掐尖行为:4	小升初全民摇号电脑派位，私立学校掐尖行为不断，网友：公平呢？
160155005	医药销售:4	医药销售之变：回扣仍未消失
160155040	销售代理:4,代理行贿:4	销售代理行贿11位骨科医生，威高骨科却说没行贿，科创板上得了吗？
160155013	吃核桃:5	核桃营养比你想象的高！吃核桃的最佳时间你知道吗？标准答案来了
160155028	每个人都有:4	民国期间的4大美女，每个人都有自己的特色，谁吸引到你了
160155053	妇科检查:5	健康生活：女性更年期的保健措施有哪些？定期妇科检查很重要？
160155120	亿票房:6	《唐探3》遇最大劲敌，携三千万观众来袭，陈思诚40亿票房就是笑话
160155073	撞色羽绒服:4	宋祖儿衣品不错，穿撞色羽绒服外套尽显气质，就是发型略显老气
160155150	公布成绩:4	“考了个寂寞”？！佛山多区小学期末考不公布成绩，家长焦虑依旧！
160155088	夫人南子:6,卫国夫人:4	孔子见卫国夫人南子，两人发生了什么？为何孔子会说出那样一句话
160155017	清洗猪肉:9	清洗猪肉，只用盐水是错的，多加厨房2宝，血水细菌腥味都洗掉
160154991	服装搭配:5	宋祖儿这穿搭还真是需要勇气！高纯度服装搭配，看上去可爱又俏皮
160155149	退出德云社:4	退出德云社的何沄伟，突然宣布新电影杀青，要让郭德纲措手不及？
160155228	学奥数:5	小学不学奥数，到了初中高中是否会后悔？
160155189	易方达张坤:5	有人问：易方达张坤和高瓴张磊，谁的水平更高？
160155036	免费服务:8	摩托大军变少了，今年“情暖驿站”为留粤过年外来工提供“1+10+X+1”免费服务
160155041	三大运营商:9	区别对待？套餐被三大运营商玩出新花样，4G用户：5G再见
160155185	金庸与:4,与古龙:4	武侠小说不过金庸与古龙？《四大名捕》参上
160155224	中层干部:9,干部屁股:5	任正非：砍掉高层的手和脚、中层干部屁股，让中层有危机感
160155197	宴请客人:4	70岁张纪中宴请客人，左拥张敏右抱娇妻，39岁杜星霖泪沟纹好明显
160155086	新剧开播:4,李小璐蒋劲夫:4	李小璐蒋劲夫新剧开播，新剧被网友恶搞改名，收视率或创新高
160155121	兴隆热带植物园:5	春节周边游：亲近自然享清凉，万宁兴隆热带植物园等你来玩!
160155141	拿到冠军:4	出道多年的周笔畅，为什么当年没有拿到冠军
160155161	不想雌激素:4,四舍五入饮食:4,牢记四舍五入:4,饮食法:4	不想雌激素“枯竭”？牢记四舍五入饮食法，坚持做，50岁仍像少女
160155241	战锤巨人:8	泰国小哥低成本cos战锤巨人，网友：这不满分说不过去了
160155251	喜剧春晚:4	THE9加盟新年喜剧春晚，成员喻言再度缺席，争议事件后仍受影响？
160155242	表演套路:4	黄晓明扎心点评江映蓉：表演套路，杨钰莹帮忙解读，自己却被打脸
160155267	选择放弃:8	即便爱而不得，也不会选择放弃的星座，都有谁？
160155306	名门门诊部:22	上海爱康国宾名门门诊部医闹与敲诈勒索的相关声明
160155292	二级结论:4	干货分享丨高中数学双曲线92条二级结论全整理（附性质证明）
160155326	五菱征途:4	五菱征途野营改装版亮相 将命名“越境征途”
160155317	韩国明星:5,为螺蛳粉:4,螺蛳粉申遗:4	找韩国明星代言螺蛳粉？这是担心韩国人为螺蛳粉申遗不够快？
160155327	辛巴团队:12	辛巴团队再出事？徒弟猫妹妹蛋蛋又被封号，或与个人炒作有关系！
160155332	化学方程式:4	干货丨完整版「高中化学方程式大全」三年都用得到(建议打印好）
160155352	车臣叛军:5	俄罗斯全国90城抗议，车臣叛军蠢蠢欲动袭击，卡德罗夫下令剿灭
160155233	恋爱导师:7,亲朋好友恋爱:5	经常当亲朋好友恋爱导师的星座，难道是恋爱高手？看看都有谁？
160155235	人设崩塌:4	《危机公关》真不会借势宣传？恋爱、人设崩塌，剧如人生啊！
160155243	亿美元:10	连续六季度实现盈利 特斯拉2020年全年财报摘要 营运现金流达28亿美元
160155274	中国白酒:11,战略新品:5,感官质量奖:5,白酒感官:5,泸州老窖战略:4	硬核品质！泸州老窖战略新品“高光”，荣获中国白酒感官质量奖
160155288	巨量星图:25	从内容小白到KOL，我在巨量星图上这样做生意
160155293	新歌封面:5	孟佳新歌封面疑雷同？动作造型被指一模一样，对比原模特差距明显
160155308	咖啡智驾:9	多种复杂路况 里程近7万公里 长城汽车咖啡智驾全国路测启动
160155318	东安农商行:41	湖南东安农商行定增“搭售”不良，股东、内控都存问题
160155333	生日会现场:5	霍建华为林心如高调庆生，两人晒贴脸自拍，生日会现场高调奢华！
160155319	国产奥迪:7	国产奥迪A3新老对比 一代更比一代强
160155324	交通运输:6	交通运输部：除夕至初六全国高速免费通行
160155334	中文说唱:5,网络春晚:4	GAi迎来事业巅峰？继央视跨年后又登网络春晚，中文说唱领头羊！
160155344	刘诗诗倪妮:5	《流金岁月》余波未了，编剧又添把火，刘诗诗倪妮粉丝啥时候收手
160155353	绘本阅读:6	【绘本阅读思维指导师】线上初级认证班：招生简章
160155295	千年前:5	敦煌出土考古文献，发现一千年前小朋友写的字，和现在一样可爱！
160155305	喜剧春晚:5	喜剧春晚顶流云集，刘雨昕赵小棠玲花加盟，沈腾、贾玲会参加吗？
160155360	价格小幅:6,蔬菜价格:4,小幅上涨:4	近日，锦州肉蛋价格小幅上涨！蔬菜价格有升有降
160155361	永恒大陆:6	DNF不到一周，“肝帝”从永恒大陆毕业！利用跨界加速毕业进程
160155367	无线电信号:5,神秘天体:4	5亿光年外神秘天体每16天向地球发送无线电信号，是外星人吗?
160155425	280亿:6	蔡奎：靠离婚分得280亿，斥资14亿买豪宅娶空姐
160155436	云游戏板块:14,板块逆市:4	“宅经济”有望重上风口 云游戏板块逆市上涨1.34%
160155441	川渝两地:5	川渝两地的纳税第一大户：分拆五年后，孰强孰弱？
160155446	封闭式提问:6	会说话的技巧：用封闭式提问，让对方进入你预定的轨道
160155451	导入功能:5,设计导入:4	论后台产品经理如何优雅地设计导入功能
160155457	冒险团玩法:4	DNF讨伐战可得30属强毕业卡，这下冒险团玩法可要重视起来了
160155467	为贼:6,痴呆女子:4	73岁奸淫同村妇女，89岁猥亵痴呆女子：老而不死是为贼
160155369	外星文明:6	距地球五亿光年，每16天一次，外星文明正在“呼唤”人类?
160155384	人和昴宿:4,齐塔人和:4	齐塔人和昴宿星人,地球上真实存在的外星人!
160155454	新选手:5	主动转一万帮助新选手，微笑感动粉丝，玩家：Condi毁了WE的声誉
160155535	修复兵马俑:5	秦俑现世”今日局测！大话2修复兵马俑见证千年传奇！
160155509	橘色针织衫:4	周润发也爱赶时髦，亮橘色针织衫大背头齐肩发，风流倜傥还减龄
160155531	动漫生肖:9,春晚动漫:4	全民聚牛气春晚动漫生肖吉祥物陪你欢乐过大年
160155561	线教育:9	抢握启蒙杠杆 撬动在线教育千亿大市场
160155585	祠堂文化:5	浅谈中国古代的祠堂文化
160155605	社区委员会:4,微博社区:4	“微博社区委员会”2月上线试运行：由微博用户志愿组成
160155482	状元试卷:7	当世仅存!明朝状元试卷,看完特别怀疑这是印刷的!
160155529	越跌越加仓:15	当股票被深套时，越跌越加仓是否合适？
160155487	目标假人:6,幸运花灯:5	云顶之弈：新道具幸运花灯如何运用？目标假人越早用就越好
160155576	松软鲜香:5	炸素丸子，还是这个方法最简单，松软鲜香，出锅后比肉丸子好吃
160155620	求交易:5	砍60分输球!砍47分也输!奇才真烂，难怪有传言说比尔求交易
160155606	数字零售:68,视频号:40	视频号，吹响数字零售的集结号
160155611	西北男人:4	解说米勒展示“西北男人的雄风”？反锁门结果把钥匙留在外面
160155640	发展计划:8	2021年企业定制发展计划，应该这样做！
160155564	树枝做:4	聪明的乌鸦，别的鸟类用树枝做鸟窝，而乌鸦用树枝做工具钩树虫
160155569	青年干部:15	永州市城管执法局召开青年干部“感恩奋斗”主题座谈会
160155579	健康特色:15,项目建设:8,推进项目:5	横县：做强健康特色产业，快速推进项目建设
160155473	凡尔赛大师:5	梁山上有4位凡尔赛大师，外号乍一看很低调，其实都是在吹嘘自己
160155675	太阳辐射:5,辐射水平:4	2020，珠穆朗玛峰“垮塌”，太阳辐射水平发生异常，意味着什么?
160155676	神秘光束:4	1977年，神秘光束攻击人类事件!官方调查后，秘密封存了档案
160155639	扫地机器人:20,科沃斯去年:4	石头科技、科沃斯去年净利暴涨 扫地机器人“钱景”看好
160155568	安排相亲:4,妈妈说:4	原创过年回家被安排相亲，女儿拒绝，妈妈说：“不去以后就哪都别去”
160155644	210mm:4	迷你版“奔驰G”，分时四驱带大梁，最小离地210mm，1418w起
160155507	这家美容院:4	太坑了，锦州这家美容院可是出名了一把！
160155668	亿年前:12	2亿年前的地球，下了一场持续百万年的大暴雨，76%的生物不幸灭绝
160155542	中小企业:12	工业回升态势能否延续？5G怎么推？中小企业困难如何化解？
160155602	如何设计:4	如何设计让用户更快乐的医疗应用程序?
160155612	拜登政府:21,政府对华:8	"三大渠道"密集表态 拜登政府对华释放什么信号？
160155622	奇才队输球:5	18分惨败!别骂威少了，他不应该成为奇才队输球的出气筒
160155677	相撞事件:4	1994年慧木相撞事件，威力堪比20亿颗原子弹，人类至今心有余悸
160155696	中国黄金:4	延安中国黄金总店一销售员污言秽语辱骂顾客
160155706	第五转职:13,女鬼剑第五:5	DNF：女鬼剑第五转职动作图？体验服蛛丝马迹进一步证实了猜想
